Keyword,count
수상할,4
구인,12
특유의,2
돌려줘,2
처음엔,2
8시간,2
방금,11
했는데,49
망함,11
러시아~,2
직원입니다,2
고민,13
만나러,3
게이랑,2
걸고,3
가입테스트도,2
올만에,2
답도,2
나옴,31
사실은,3
각라이즌,3
각등이,9
뭐였지,2
되어서,2
낸거,4
깡통,37
깡우,12
아레나만,2
에디션,3
도와,10
깼다,4
무브,6
미친짓이겟지,2
1주일,3
샤오롱바오,3
년아,14
악의,6
아라한,6
보기만,3
라우라,7
뽑는거,3
피해감소,2
단순,4
없어서,38
추가되는,2
라오는,3
출석,7
타오린이,11
죽일,4
우리가,4
댓글로,3
좋을거,5
언니,10
요즘은,12
허허,2
전통,3
할게없다,2
부르기,4
쪽은,4
사태,4
담배피는,2
각후라이,3
애사심,5
되려면,2
슬픈,8
오로치에게,2
여신님,15
무료,3
매듭을,2
더욱,2
애정캐였을듯,2
읽다가,2
혼자,18
가슴크기,2
얼마전에,4
명문이,2
ㅈㅅ,3
대가리만한,2
디피지피,2
안는,2
e북,5
될까,4
사람이,30
새삼스럽게,2
리벳,12
들창코,2
스킨도,2
몇번이나,2
모르면,2
어차피,18
구리면,2
들러,3
힘으로는,2
환불해줘,2
아가씨,2
걸레,4
존버해,2
여기서,4
코핀은,2
보세요,3
아카데미,2
조차도,2
활성화,3
노밴,6
죽인다,2
지난번에,3
관리자랑,2
폰겜은,3
뇌를,4
도는,30
라인에,2
페도짤,2
것임,3
켜서,9
거유에,2
오르카,6
얌전히,3
온몸이,2
싸움이,3
중국,42
그건좀,2
마왕,20
가능함,6
들어온,3
보면서,7
사용하는,2
몇명이나,2
세계관,10
탈퇴,4
관리자,34
무려,6
됐을,5
걸려,3
ㄷㄷㄷ,13
3일,13
주차만,2
로비,16
사정할,2
맞는거같은데,2
카운트다운,12
패키지로,2
주식이,2
주장하는,2
아까운,7
해보셈,4
내장,10
있나요,8
일자,4
건더기,2
기괴한,2
접은지,2
좆같음,6
얘기임,2
챈바,2
피해량,13
모르는데,2
내가,95
짤쟁이,2
보딱,5
후원,4
돌기,3
4천년의,2
열라면,2
시즌17,2
리트만,2
박아서,3
두공기,2
버그,12
그런건,6
할게요,2
어지간한,2
간만에,2
팔리는,3
싸움,10
같네,22
미련,4
어라,15
시간만,3
파라과이,3
덱은,4
신음,5
레이싱은,2
레이시스트,2
저도,9
템이,13
파밍하는,5
월급,2
왼팔을,4
넣어서,5
변태,3
찢어,4
캐릭터성,4
실수,5
하나로,4
팔을,8
손가락,3
안대는,2
손놈새끼,2
만들고,15
만해서,6
물었다루미는,3
누구지,3
남자였다가,4
역바니,3
이걸로,3
몰입감이,2
문화,4
건포,21
밀려,5
있는지,7
커뮤에,4
모집,5
코로나로,2
이쁜,10
본인은,2
우는,18
생김,5
그랬는데,2
적은,11
싫음,9
하림이,7
여캐로,2
것보다는,2
착한,5
공통점,3
그의,4
주고,49
케오린,16
박고,14
애들,76
덕분에,5
이러는데,2
뛰어넘는,2
못하게,3
어그로,5
내용은,2
여자면,2
용량,4
범죄도시,3
스토리별로,2
총리,3
인기캐,3
정도인가,2
씨발이는,2
5초간,3
모르겠고,4
문이,14
익어서,2
1월에도,2
성능에,4
리플,24
전대장님,6
몰입감,4
풀파워,8
호칭까지,3
하는중인데,3
상관,20
1등,2
2년동안,2
뺴고,2
갓경,3
멧돼지,2
짜다,2
나유빈,21
그녀가,2
복잡하다,2
줘봐,2
선다,5
4인,3
셋옵,5
진심인,4
모유,6
결과,7
여러므로,2
건할거면,3
한다니까,2
어지간하면,2
좋아해서,2
고화질,2
모듈때매,2
남은거,2
가동,2
일러,68
몰라,16
