index,user,title,content,comment,link,date,view,rate,comment_count
33993200,리라크엘,스토리 노 스킵하면서 읽는 중,과거회상에 에이미 나오는거 뜬금 웃기네 ㅋㅋ아 그년 안뒤졌다고 !,,https://arca.live/b/counterside/33993200,2021-09-14 12:38:59,98,0,0
33991575,열상,각성을 그렇게 쉽게 먹으려 해?,퀸..미니...에이미...그렇게 많이 데이고도 정신을 못 차렸군......천장 500배.....,,https://arca.live/b/counterside/33991575,2021-09-14 12:13:04,22,3,0
33991437,아이스링크샾,그래서 각시윤 필수임???,에이미리콜해야할만큼 필수야?,,https://arca.live/b/counterside/33991437,2021-09-14 12:10:56,8,0,0
33991246,아스트라이아,1주년 유입 카바한다,퀸 미니스트라 에이미 유나 천장..5연천장은 못버틴다...,"[{'user': '부엉이와밤의왕#48406289', 'comment': 'ㅠㅠ'}]",https://arca.live/b/counterside/33991246,2021-09-14 12:07:37,38,0,1
33989633,tenra#57246128,에이미 리콜하고 주시윤받아짐?,받는게낫나 겜 잘몰라서 에이미 pvp에서 쓴다는데 솔지 어따쓰는지도 모르겟음,"[{'user': '두트리오', 'comment': '안 될 듯'}, {'user': 'tenra#57246128', 'comment': 'ㅇㅎ'}, {'user': 'NaNi#52381415', 'comment': '에이미 출시 이전 각성만 가능'}, {'user': 'Nyx#34512140', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#32331373', 'comment': 'ㄴ'}, {'user': 'uid136369', 'comment': '에이미 걘 건에서 애들 몰려올때 내주면 반은 쓸려나감'}, {'user': 'tenra#57246128', 'comment': '몰이사냥 용이구나'}, {'user': 'uid136369', 'comment': '출격기 + 특수기면 어지간한 애들은 다 뒤진다보면됨'}, {'user': '주블', 'comment': '디팬더 응디 뒤에 숨어있는 애들 끌어와서 조지는 용도임'}, {'user': 'tenra#57246128', 'comment': '블리츠크랭크네 ㄷㄷ'}]",https://arca.live/b/counterside/33989633,2021-09-14 11:37:35,183,0,10
33987879,ㅇㅇ#63088349,각힐 각등이 좋은건 맞는데,깡통이랑 침식체년은 많이 op 캐니 제쳐두고 저 둘은 각성으로서 쓰알대비 비교우위가 확실히 떨어짐건에서 각힐이랑 각등이는 밴이 풀려도 합계 6코짜리 저코 조합과 비교하여 효율을 따지게 됨 그리고 상위권으로 갈수록 더더욱 비교우위가 떨어짐그런데 공익 에이미 각수연 등은 그렇게 비교하지 않고 넣고 봄 오히려 1밴 정도는 경우에 따라 쓸 수 있을 정도임 왜냐하면 특유의 기능이 있어서 고코 값을 확실히 해주기 때문그러니까 저 둘은 딜이랑 탱킹을 좀 내려서라도 각성 특유의 기능을 더 확실하게 넣어주면 좋겠음 그게 아닌 이상 각성 캐 보다는 스탯 높은 쓰알 느낌밖에 안듦,"[{'user': '응애나추룡아가', 'comment': 'PVP는 맞는데 PVE로 보면 공익이랑 각수연이 각힐 각등이보다 밀리는 면도 많아'}]",https://arca.live/b/counterside/33987879,2021-09-14 11:00:14,55,0,1
33987038,"ㅇㅇ, 152.99",각시윤 그럼 의외로 밸런스 생각해서 사린건가,1.5주년 유입이라내가 들은 카사는 예전에 에이미( 다크아칸 마컨을 페널티 없이쓰는년)로 펑펑 터진적이 있다. 고 들어서각캐는 다 십사기로 낼줄,"[{'user': 'Ludovicus', 'comment': '에이미가 개미친년이고 그건 ㅋㅋㅋ'}, {'user': '고기먹고싶다', 'comment': '에이미는 단순한 돈독을 넘어서 겜이해도가 좆씨발이라 사고터진 느낌인데'}, {'user': '그만잘해', 'comment': '다 사기로 낸건 맞음 구려도 상향으로 사기 만들어줌'}, {'user': 'ㅇㅇ#45050405', 'comment': '각성은 다 애미뒤짐'}, {'user': '멜#90470410', 'comment': '에이미는 말이안된다시발 그년때문에 접었다가 이번에 복귀했음'}, {'user': 'ㅇㅇ#51356144', 'comment': '에이미는 혼란이 민심 폭발 기폭제였던 거고 각성캐는 대부분 출시 직후 건틀렛 메타가 될 만틈 십사기로 나오곤 했음\n킹도 상향먹고 디펜 3대장됐고\n그리고 각시윤은 나오지도 않았는데 데이터만 보고 뇌피셜 굴리는거 뿐이니까 걸러들어'}]",https://arca.live/b/counterside/33987038,2021-09-14 10:41:39,100,0,6
33986338,아이스께끼,각에이미때 110스택쌓았는데,각시윤이 더 사기겠지?ㅋㅋ,,https://arca.live/b/counterside/33986338,2021-09-14 10:24:59,27,0,0
33985630,ㅇㅇ#21535962,"주시윤 아우라색 이지수,에이미 닮지 않았냐?",육익쪽은 좀 더 어두웠나?,,https://arca.live/b/counterside/33985630,2021-09-14 10:08:30,26,0,0
33985317,멜#90470410,아 에이미 복귀하니까 그 뺏어오는거 아예 삭제됐구나,애미창년이긴했어 ㄹㅇ,"[{'user': 'diqkf운터', 'comment': '대신 방심하면 좆되게 생김'}, {'user': '멜#90470410', 'comment': '뺏는건 불쾌하기까지 하잖어'}, {'user': 'diqkf운터', 'comment': '고건 맞지'}, {'user': 'diqkf운터', 'comment': '근데 6코로 13코어치 갈아버리는건 좀 빡치더라'}, {'user': '멜#90470410', 'comment': '그게 다 상대팀이 되는것보다야 낫지 아ㅋㅋ'}]",https://arca.live/b/counterside/33985317,2021-09-14 10:01:33,73,0,5
33985097,피에스,카사구글 평점 많이회복했네,에이미때 생각하며어휴,"[{'user': '뭐함#81204268', 'comment': '(emoticon)'}, {'user': '천공분열', 'comment': '(emoticon)'}, {'user': '피에스', 'comment': '(emoticon)'}, {'user': '백합덕후#78782383', 'comment': '(emoticon)'}, {'user': '피에스', 'comment': '(emoticon)'}, {'user': '청안아이', 'comment': '지금 몇점임? 3점대 되나?'}, {'user': '피에스', 'comment': '3.5 ㅇㅇ'}, {'user': 'ㅇ반고닉ㅇ', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/33985097,2021-09-14 09:56:00,166,0,8
33984021,부엉이와밤의왕#48406289,에이미 컷신 젖통 훌륭하다,ㄹㅇㄹㅇ 눈이 호강하네,"[{'user': 'ㅇㅇ, 106.246', 'comment': 'ㄹㅇ 에이미 절대 리콜 못한다 젖통때문에'}, {'user': '부엉이와밤의왕#48406289', 'comment': '출렁ㅋㅋ'}]",https://arca.live/b/counterside/33984021,2021-09-14 09:23:25,79,0,2
33979989,제이콥키예스,"근데 이렇게 각성나와도 4코 마왕들, 관리자, 힐데가 짱먹는게 웃기네",각시윤 나온다길래 오 하고 왔는데 처음 할때부터 느끼지만각등이는 원체 앞으로도 강해질 년이고각시윤에나 공익이요나 코덱스 유나요나 홍어 서윤이요나 퀸이요리플킹에 에이미에 각수연에 이볼브원이요 해봐야이벤스토리 보여준거처럼 에델 로자리아 관리자 힐데 미만 좆밥인게 웃김ㅋㅋㅋㅋㅋㅋ이새끼들은 세계를 넘나든당께ㅋㅋㅋ,,https://arca.live/b/counterside/33979989,2021-09-14 05:00:54,110,4,0
33977149,힐데져아,써놓고 보니까 전나 비틱같음,비틱이라서가 아니라 미니공익에이미깡통을 싫다고 거르는 병-신 카최지라서 남는건데,"[{'user': '로아노크', 'comment': '비틱'}, {'user': '힐데져아', 'comment': '아니야!'}, {'user': 'ㅇㅇ, 118.223', 'comment': '냄시'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': 'ㅐㄴ', 'comment': '아니시발 저걸 다 걸렀고 주간기채 한번도 안쉬고 샀으면 남아야지....'}, {'user': '힐데져아', 'comment': '아니시발 저걸 다 걸렀고 주간기채 한번도 안쉬고 샀으면 남아야지....'}, {'user': '늒네#86893131', 'comment': '(emoticon)'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': '라이트유저', 'comment': '비틱'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': '영원한라뉴비', 'comment': '미니가 아니라 다이브의 여신님\n공익이 아니라 대적자\n에이미가 아니라 씨발년\n깡통이 아니라 귀욤뽀짝이볼비\n\n따라하세요'}, {'user': 'diqkf운터', 'comment': '시1발 우리 에이미 왜 욕해'}, {'user': '영원한라뉴비', 'comment': '저 씨발이 혼란이 잊혀지지 않아\n성능충이라 잘 쓰긴 허는데 정이 쉽게 안간다'}, {'user': 'diqkf운터', 'comment': '이볼브원은'}, {'user': '영원한라뉴비', 'comment': '귀욤뽀짜쿠 이볼비찡'}, {'user': 'diqkf운터', 'comment': '느'}, {'user': 'diqkf운터', 'comment': '여기까지'}, {'user': '힐데져아', 'comment': '게임을 캐릭하나로 망하게 할 수 있다는걸 보여줬으니 씨발년 맞지..'}, {'user': '힐데져아', 'comment': '급발진같아서 원래 쓰고 싶던 명칭들 다 참고 썼구만 한술 더뜨라고 하네!'}, {'user': 'diqkf운터', 'comment': '(emoticon)'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': 'OmO', 'comment': '비틱은 꼭 티를 내요 !'}, {'user': '힐데져아', 'comment': '너네도 쟤네 다 거르면 비틱이 될 수 있다!'}, {'user': 'OmO', 'comment': 'ㅡ비ㅡ'}, {'user': '힐데져아', 'comment': '미니로 다이브민녀석들은 돌을 던질수 없어'}, {'user': 'OmO', 'comment': '어케알았냐 ㅅㅂ'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': 'flaw', 'comment': '(emoticon)'}, {'user': '앤뱃살', 'comment': '(emoticon)'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#55901284', 'comment': '진짜 비추박혔서;'}, {'user': '힐데져아', 'comment': '진짜 비추박혔서;'}, {'user': 'LastChance', 'comment': '비틱충'}, {'user': '힐데져아', 'comment': '(emoticon)'}, {'user': 'LastChance', 'comment': '(emoticon)'}]",https://arca.live/b/counterside/33977149,2021-09-14 02:22:17,161,-2,35
33976708,샤라링,이볼브원 처음 상대했을 때 존나 웃겼었는데,상대가 이볼브원 뽑길래 에이미랑 공익 출격에 박정자 터뜨려서 라인전 무난하게 이기고 8ㄷ0으로 적 함선 두들기고 있었는데재출격한 이볼브원이 핵폭탄 발사하니까 최대피해제한 있는 공익 빼고 7마리가 한번에 다 뒤지더라 ㅋㅋㅋㅋ게임 한번에 뒤집혔는데 공익 백도어로 겨우 이김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,https://arca.live/b/counterside/33976708,2021-09-14 02:10:09,50,0,0
33976184,다비쿵,나도 에이미 리콜 해서 미니 하나 더 받을까?,미니 2배럭 할 만 하지 않나?,"[{'user': 'diqkf운터', 'comment': '진짜 최악의 방법임'}, {'user': '다비쿵', 'comment': '그러면 그냥 놔둘까?'}, {'user': 'diqkf운터', 'comment': '자기가 관심에 미쳤거나 게임을 접길 바란다면 리콜하셈'}, {'user': '다비쿵', 'comment': '놔두겠슴다'}, {'user': 'Paka', 'comment': '화끈하게 념글가자'}, {'user': '다비쿵', 'comment': '(emoticon)'}, {'user': '펭귄국밥', 'comment': '나는 이지수로바꿈'}]",https://arca.live/b/counterside/33976184,2021-09-14 01:54:35,64,0,7
33975974,꺄오오올#62977907,에이미 리콜 들어간다,혼란있던 시절 딱 한번 건틀렛 3천까지 찍게해준 고마운 친구지만나 이제 다이브 뚫어야해ㅂㅂ,"[{'user': '영원한라뉴비', 'comment': '납븐녀석이다'}, {'user': '가으응', 'comment': '먹바 ㄷㄷ'}, {'user': 'diqkf운터', 'comment': 'https://arca.live/b/counterside/33035299'}]",https://arca.live/b/counterside/33975974,2021-09-14 01:49:37,46,0,3
33975881,ㅇㅇ#13763595,"명중과 치명, 회피의 상관관계 - 2","이건 2편이니까 1편 안본 사람들은 1편부터 보고와줘[스압]명중과 치명, 회피의 상관관계 -1 : https://arca.live/b/counterside/339638413-1. 피격 측의 치명타 피해 저항보다 공격 측의 치명타 피해가 높을 경우, 치명타가 발생하는가? - 결 론 : 공격 측의 치명타 피해보다 피격 측의 치명타 피해 저항이 높아야만 치명타가 억제됨.치명타 피해 저항 70따리 들고 치명타 피해 90짜리 밀리아한테 비벼봤는데 크리티컬 잔뜩 나옴3-2. 반드시 치명타로 적중 기믹일 경우, 치명타 피해 저항이 높아도 치명타로 적중하는가? - 결 론 : 반드시 치명타로 적중 기믹일 때에는 치명타 피해 저항의 우위와 무관하게 치명타로 피해를 입음.하기 이미지는 전략전에서 노템 치피50% 에이미가 치피저 65% 공익을 공격했을 때의 이미지임.특수기 사용으로 인한 자체디버프로 치명타가 억제되었을 때는 평타뎀 105,특수기 사용 후 4초가 지나서 반드시 치명타로 적중 기믹이 활성화됐을 때 치명뎀 90이 뜨는 걸 볼 수 있음. - 피해량 * 치명타피해 = 105 * 0.85 = 90치피저가 더 높은 상대한테는 확정 치명타 기믹이 딜로스를 유발함.4. 반드시 치명타로 적중 기믹일 경우, 상대방의 회피를 억제하는가? - 결 론 : 반드시 치명타로 적중한다는 기믹 하에서는 치명과 회피가 동시에 발생할 수 있음.아래는 위 사진에서 0.5초 앞의 상황임, 에이미의 치명타 대미지 91이 뜨기 전에 먼저 치명타 대미지 33이 뜨는 걸 볼 수 있음.참고로 저기 나오는 각힐 에이미 미니스트라 전부 노템으로 치피 50%라서 치명타를 띄울 수 있는 적은 에이미밖에 없음.추가로 아래 스크린샷은 전략전에서 치명타 피해저항이 70인 강민우를 향해 치명타 피해가 67밖에 안 되는 구관검이세라펠하고 강민우를 강평으로 쳐서 치명타를 띄우는 모습임.출력은 그냥 CRITICAL이라고만 나오는데 실제 대미지 계산은 아래처럼 치명 회피 동시발생값과 근사치가 나옴.구관검의 일반 공격 대미지는 80이었고, 구관검 강평은 일반 공격보다 3배 더 강하게 들어옴(확정 치명이니까 만약 피격 시 치명타 피해 저항이 없으면 총 4.5배) - 일반 공격 : 80 - 강평(일반공격 * 3) : 240 - 강평 회피(강평 * 0.25) : 605. 공격 측의 필중이 피격 측의 완전회피를 무시하는가? - 결 론 : 필중 기믹에 대해서 완전회피는 적용되지 않음.아래는 에이미가 선봉인 전략전 덱이 있길래 라라 예거를 선두로 내서 확인해 본 결과임.되게 서럽게 얻어맞았어 ㅜㅜ 허메골골 체방 끼워준건데귀하의 브라우저는 html5 video를 지원하지 않습니다.6. 공격 측의 반드시 치명타로 적중 기믹이 피격 측의 완전회피를 무시하는가? - 이건 별도로 검증하지 못했는데 아마 4번항목처럼 적용될 걸로 예상함.   피해량 * 치명타피해 * 회피 대미지 감소그럼 이만","[{'user': '광3', 'comment': '(emoticon)'}, {'user': 'xile#17342824', 'comment': '치명타+회피 동시판정이 가능한가보네'}, {'user': 'xile#17342824', 'comment': '(emoticon)'}, {'user': 'ㅇㅇ#85245304', 'comment': '(emoticon)'}, {'user': '고기먹고싶다', 'comment': '확정치명타는 회피랑 동시에 터지는 거 겜오픈 초기에 샤오린때문에 나왔던 실험인데 그때 유저들 많이 접어서 다들 몰랐나봄'}]",https://arca.live/b/counterside/33975881,2021-09-14 01:47:52,86,6,5
33973924,아이스링크샾,마녀복 입은 각에이미 vs 젝오랜턴 각유나,ㄹㅇ,,https://arca.live/b/counterside/33973924,2021-09-14 01:06:47,14,1,0
